year,month,day,hour,minute,open,close,low,high,volume
2019,3,4,11,32,143.7900,143.7400,143.7400,143.7900,2862
2019,3,4,11,33,143.7300,143.7200,143.6900,143.7500,9024
2019,3,4,11,34,143.6300,143.5778,143.5778,143.6500,33143
2019,3,4,11,35,143.5800,143.5700,143.5400,143.5800,9227
2019,3,4,11,36,143.6300,143.6600,143.6200,143.6600,11173
2019,3,4,11,37,143.6800,143.6900,143.6800,143.7104,20711
2019,3,4,11,38,143.6200,143.6400,143.5521,143.6400,9876
2019,3,4,11,39,143.5920,143.6565,143.5920,143.6565,2082
2019,3,4,11,40,143.6590,143.6400,143.6400,143.6590,1583
2019,3,4,11,41,143.6000,143.5798,143.5716,143.6000,9112
2019,3,4,11,42,143.5496,143.6000,143.5496,143.6000,5785
2019,3,4,11,43,143.5000,143.4800,143.4400,143.5000,19099
2019,3,4,11,44,143.4000,143.3400,143.3400,143.4000,3241
2019,3,4,11,45,143.4100,143.2880,143.2880,143.4100,13024
2019,3,4,11,46,143.2800,143.2600,143.2600,143.3500,16747
2019,3,4,11,47,143.3200,143.3000,143.3000,143.3200,5226
2019,3,4,11,48,143.3200,143.1700,143.1700,143.3200,12768
2019,3,4,11,49,143.1900,143.2800,143.1900,143.2800,19956
2019,3,4,11,50,143.1839,143.2000,143.1800,143.2000,3378
2019,3,4,11,51,143.2500,143.2300,143.1300,143.2600,15864
2019,3,4,11,52,143.2300,143.2200,143.1900,143.2400,12008
2019,3,4,11,53,143.1500,143.0798,143.0600,143.1500,18282
2019,3,4,11,54,143.0400,143.0500,143.0300,143.0500,8520
2019,3,4,11,55,143.1300,143.1299,143.1299,143.1300,4086
2019,3,4,11,56,143.0100,142.9300,142.8500,143.0100,100726
2019,3,4,11,57,142.9400,142.8900,142.8800,142.9400,3734
2019,3,4,11,58,142.9400,142.9200,142.9200,142.9400,13858
2019,3,4,11,59,142.9000,142.9502,142.8900,142.9502,8287
2019,3,4,12,0,142.9500,142.9500,142.9100,142.9500,3821
2019,3,4,12,1,142.8800,142.9800,142.8700,142.9831,7011
2019,3,4,12,2,142.9400,143.0900,142.9400,143.0900,23502
2019,3,4,12,3,143.1230,143.1200,143.1090,143.1230,7792
2019,3,4,12,4,143.0900,143.1000,143.0800,143.1000,8499
2019,3,4,12,5,143.1500,143.1700,143.1500,143.1700,5052
2019,3,4,12,6,143.1601,143.1400,143.1400,143.1700,3791
2019,3,4,12,7,143.0900,143.0601,143.0200,143.0900,7937
2019,3,4,12,8,143.0800,143.0700,143.0700,143.0800,1005
2019,3,4,12,9,143.0800,143.1200,143.0800,143.1200,5982
2019,3,4,12,10,143.1150,143.1300,143.1150,143.1300,3648
2019,3,4,12,11,143.1200,143.0600,143.0600,143.1200,3581
2019,3,4,12,12,143.0800,143.0400,143.0400,143.0800,3404
2019,3,4,12,13,143.0400,143.0063,143.0063,143.0400,9095
2019,3,4,12,14,142.9800,142.9300,142.9300,142.9800,3654
2019,3,4,12,15,142.9000,142.8500,142.8500,142.9200,15231
2019,3,4,12,16,142.8700,142.8900,142.8700,142.8900,2952
2019,3,4,12,17,142.8400,142.6772,142.6772,142.8400,22356
2019,3,4,12,18,142.6800,142.5778,142.5778,142.7000,9100
2019,3,4,12,19,142.6300,142.5600,142.5600,142.6300,12894
2019,3,4,12,20,142.5700,142.5676,142.5200,142.5700,10658
2019,3,4,12,21,142.5600,142.6550,142.5600,142.6700,14291
2019,3,4,12,22,142.7000,142.6362,142.6362,142.7000,3481
2019,3,4,12,23,142.6900,142.6200,142.5751,142.6900,8841
2019,3,4,12,24,142.6900,142.6700,142.6700,142.6900,4443
2019,3,4,12,25,142.6500,142.6000,142.6000,142.6500,6918
2019,3,4,12,26,142.6400,142.5900,142.5800,142.6700,25815
2019,3,4,12,27,142.6000,142.5600,142.5600,142.6000,7422
2019,3,4,12,28,142.5700,142.6500,142.5700,142.6500,9822
2019,3,4,12,29,142.6500,142.7700,142.6500,142.7800,48796
2019,3,4,12,30,142.7700,142.8400,142.7400,142.8400,18925
2019,3,4,12,31,142.8100,142.8800,142.8100,142.8850,13327
2019,3,4,12,32,142.8800,142.8550,142.8550,142.8800,4858
2019,3,4,12,33,142.8601,142.9200,142.8601,142.9200,3418
2019,3,4,12,34,142.9200,142.9600,142.9200,142.9600,5533
2019,3,4,12,35,142.9000,142.9200,142.8840,142.9200,10307
2019,3,4,12,36,142.9261,142.8980,142.8798,142.9261,18271
2019,3,4,12,37,142.8600,142.8200,142.8200,142.8600,5463
2019,3,4,12,38,142.8000,142.7750,142.7750,142.8000,3832
2019,3,4,12,39,142.8200,142.7600,142.7600,142.8300,6558
2019,3,4,12,40,142.7950,142.8100,142.7950,142.8700,12054
2019,3,4,12,41,142.7800,142.7201,142.7201,142.7800,12472
2019,3,4,12,42,142.7200,142.7498,142.7150,142.7498,10187
2019,3,4,12,43,142.7200,142.7100,142.6800,142.7200,7113
