2626,nan,12,19
6499,556.2344034055754,-0.05500000000000682,12,20
2860,556.2344034055754,-0.010000000000005116,12,21
637,556.2344034055754,-0.005500000000000682,12,22
6094,556.2344034055754,-0.017499999999998295,12,23
10483,-505.65877664876524,0.002000000000001023,12,24
5789,-860.02687547726,0.022500000000002275,12,25
3969,-70.84859699268975,0.03089999999999975,12,26
7791,222.65530422949098,0.03319999999999936,12,27
11165,-911.0799424290051,0.03049999999999784,12,28
4441,506.226553805611,0.011799999999996659,12,29
1458,-101.23110139126368,0.009600000000003207,12,30
13345,809.6499915843935,-0.009999999999999433,12,31
1152,0.0,-0.03100000000000023,12,32
6841,-101.1814034770353,-0.020000000000001707,12,33
4019,202.3557112353913,-0.017000000000001594,12,34
1936,606.8968921670859,-0.014999999999997727,12,35
3063,0.0,-0.021999999999997046,12,36
15208,505.55246019357014,-0.03199999999999932,12,37
315,101.08923669349679,-0.02900000000000205,12,38
1806,-101.08923669349679,-0.016000000000002502,12,39
2401,-505.55246019357014,0.0,12,40
8387,-202.27059842348183,0.02000000000000455,12,41
1281,-303.4590807091675,0.028999999999999207,12,42
4723,404.59792479730083,0.01699999999999875,12,43
877,-303.43780549113575,0.006999999999996476,12,44
4784,-251.9018565951825,0.007979999999997744,12,45
9092,352.04338800642887,0.0015100000000046522,12,46
627,-403.643171510204,0.011010000000001697,12,47
1808,-142.66783015148832,0.00933000000000277,12,48
4691,-1071.9776138472525,0.03042000000000087,12,49
758,303.75724733566756,0.03797999999999888,12,50
2124,404.9102021763673,0.01759000000000128,12,51
3585,404.7965910096707,-0.007820000000003801,12,52
1519,-809.706793186038,-0.014000000000001478,12,53
5735,-433.37980731461556,0.01255999999999915,12,54
5013,-275.4866152736568,0.03427999999999827,12,55
5801,-101.29507049150277,0.03900000000000432,12,56
3729,1.0129859102647742,0.019700000000003118,12,57
3561,444.6321349371729,-0.0003699999999980719,12,58
1634,-243.06209153390768,-0.006399999999999295,12,59
1894,-303.8852124745972,9.999999997489795e-06,13,0
3132,101.3021831610672,0.005420000000000869,13,1
3283,201.57018492383827,0.00682000000000187,13,2
5406,-345.42140625060114,0.003849999999999909,13,3
1179,78.0056114004779,0.000719999999998322,13,4
3463,-238.08228155797195,0.008639999999999759,13,5
3705,-405.33681263710264,0.019560000000001312,13,6
6033,0.0,0.01751000000000147,13,7
2972,-202.7111203126708,0.020699999999996523,13,8
3253,162.1711747992194,0.010799999999994725,13,9
1662,-180.41657277834133,0.004759999999996012,13,10
5230,322.30139844902084,-0.0018200000000035744,13,11
2866,-10.134167659714421,-0.007200000000000273,13,12
8576,-91.21071249751367,-0.003879999999998063,13,13
892,304.0132854756905,-0.009359999999995238,13,14
2980,64.84787716054541,-0.007379999999997722,13,15
1004,-470.21316245920985,0.00015999999999962713,13,16
3104,101.35199982297394,0.003999999999999205,13,17
2367,861.2046429199438,-0.0073599999999999005,13,18
487,455.72382907010933,-0.02821999999999605,13,19
1099,101.25241544667318,-0.043000000000000684,13,20
46540,-708.9161833153668,-0.01949999999999932,13,21
3796,-303.9278914842569,0.015000000000003412,13,22
2399,-305.00534604183116,0.03401999999999816,13,23
4859,-101.3449513500575,0.03403000000000134,13,24
2785,1.0134847547860204,0.018009999999998173,13,25
2190,0.0,0.00899000000000001,13,26
3678,440.79836601618183,-0.0067299999999960395,13,27
16510,-947.629581800058,0.005629999999996471,13,29
44428,433.8584936318668,0.006439999999994939,13,30
27181,579.6259462842456,-0.004930000000004498,13,31
1527,101.309296828056,-0.013300000000000978,13,32
5036,0.0,-0.028719999999995596,13,33
1746,668.4629950379772,-0.02763999999999669,13,34
750,-60.75656613280245,-0.020599999999998887,13,35
2627,-303.8212164305776,-0.012000000000000455,13,36
10900,-303.8852124745972,0.0036000000000001365,13,37
1694,0.0,0.01920000000000073,13,38
